run_id,condition,seed_id,seed_bucket,repeat_index,total_turns,max_turns,collapsed_turns,collapse_rate,first_collapse_turn,early_stopped,has_collapse,seed_version,embedding_model,started_at,ended_at,filename
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_0_20260218T215215Z_rep3,HETERO_ROT,planning_0,planning,3,40,40,30,0.75,8,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T21:52:15Z,2026-02-18T22:07:59Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_0_20260218T215215Z_rep3_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_0_20260218T220606Z_rep4,HETERO_ROT,planning_0,planning,4,40,40,26,0.65,15,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T22:06:06Z,2026-02-18T22:22:12Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_0_20260218T220606Z_rep4_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_1_20260218T220642Z_rep0,HETERO_ROT,planning_1,planning,0,40,40,33,0.825,8,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T22:06:42Z,2026-02-18T22:22:58Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_1_20260218T220642Z_rep0_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_1_20260218T220704Z_rep1,HETERO_ROT,planning_1,planning,1,40,40,10,0.25,31,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T22:07:04Z,2026-02-18T22:23:11Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_1_20260218T220704Z_rep1_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_1_20260218T220804Z_rep2,HETERO_ROT,planning_1,planning,2,40,40,13,0.325,24,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T22:08:04Z,2026-02-18T22:23:44Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_1_20260218T220804Z_rep2_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_1_20260218T222216Z_rep3,HETERO_ROT,planning_1,planning,3,40,40,31,0.775,10,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T22:22:16Z,2026-02-18T22:38:40Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_1_20260218T222216Z_rep3_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_1_20260218T222305Z_rep4,HETERO_ROT,planning_1,planning,4,40,40,26,0.65,15,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T22:23:05Z,2026-02-18T22:39:21Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_1_20260218T222305Z_rep4_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_2_20260218T222317Z_rep0,HETERO_ROT,planning_2,planning,0,40,40,35,0.875,5,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T22:23:17Z,2026-02-18T22:39:37Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_2_20260218T222317Z_rep0_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_2_20260218T222348Z_rep1,HETERO_ROT,planning_2,planning,1,40,40,30,0.75,7,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T22:23:48Z,2026-02-18T22:39:49Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_2_20260218T222348Z_rep1_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_2_20260218T223844Z_rep2,HETERO_ROT,planning_2,planning,2,40,40,9,0.225,10,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T22:38:44Z,2026-02-18T22:50:45Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_2_20260218T223844Z_rep2_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_2_20260218T223926Z_rep3,HETERO_ROT,planning_2,planning,3,40,40,35,0.875,6,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T22:39:26Z,2026-02-18T22:55:50Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_2_20260218T223926Z_rep3_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_2_20260218T223944Z_rep4,HETERO_ROT,planning_2,planning,4,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T22:39:44Z,2026-02-18T22:55:48Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_2_20260218T223944Z_rep4_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_3_20260218T223953Z_rep0,HETERO_ROT,planning_3,planning,0,40,40,16,0.4,18,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T22:39:53Z,2026-02-18T22:54:28Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_3_20260218T223953Z_rep0_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_3_20260218T225049Z_rep1,HETERO_ROT,planning_3,planning,1,40,40,7,0.175,16,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T22:50:49Z,2026-02-18T23:05:51Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_3_20260218T225049Z_rep1_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_3_20260218T225433Z_rep2,HETERO_ROT,planning_3,planning,2,40,40,1,0.025,33,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T22:54:33Z,2026-02-18T23:08:43Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_3_20260218T225433Z_rep2_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_3_20260219T010400Z_rep3,HETERO_ROT,planning_3,planning,3,40,40,13,0.325,28,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-19T01:04:00Z,2026-02-19T01:27:55Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_3_20260219T010400Z_rep3_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_3_20260218T225556Z_rep4,HETERO_ROT,planning_3,planning,4,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T22:55:56Z,2026-02-18T23:11:16Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_3_20260218T225556Z_rep4_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_4_20260218T230555Z_rep0,HETERO_ROT,planning_4,planning,0,40,40,10,0.25,31,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T23:05:55Z,2026-02-18T23:20:54Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_4_20260218T230555Z_rep0_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_4_20260218T230848Z_rep1,HETERO_ROT,planning_4,planning,1,40,40,22,0.55,19,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T23:08:48Z,2026-02-18T23:24:54Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_4_20260218T230848Z_rep1_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_4_20260218T231021Z_rep2,HETERO_ROT,planning_4,planning,2,40,40,20,0.5,21,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T23:10:21Z,2026-02-18T23:25:56Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_4_20260218T231021Z_rep2_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_4_20260218T231122Z_rep3,HETERO_ROT,planning_4,planning,3,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T23:11:22Z,2026-02-18T23:27:09Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_4_20260218T231122Z_rep3_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_4_20260218T232058Z_rep4,HETERO_ROT,planning_4,planning,4,40,40,4,0.1,26,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T23:20:58Z,2026-02-18T23:36:22Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_4_20260218T232058Z_rep4_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_5_20260218T232459Z_rep0,HETERO_ROT,planning_5,planning,0,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T23:24:59Z,2026-02-18T23:40:24Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_5_20260218T232459Z_rep0_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_5_20260218T232603Z_rep1,HETERO_ROT,planning_5,planning,1,40,40,11,0.275,30,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T23:26:03Z,2026-02-18T23:42:08Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_5_20260218T232603Z_rep1_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_5_20260218T232715Z_rep2,HETERO_ROT,planning_5,planning,2,40,40,16,0.4,24,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T23:27:15Z,2026-02-18T23:44:34Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_5_20260218T232715Z_rep2_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_5_20260218T233626Z_rep3,HETERO_ROT,planning_5,planning,3,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T23:36:26Z,2026-02-18T23:51:30Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_5_20260218T233626Z_rep3_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_5_20260218T234029Z_rep4,HETERO_ROT,planning_5,planning,4,40,40,31,0.775,10,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T23:40:29Z,2026-02-18T23:56:18Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_planning_5_20260218T234029Z_rep4_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_0_20260217T172813Z_rep0,HOMO_A,argumentative_0,argumentative,0,40,40,33,0.825,5,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:28:13Z,2026-02-17T17:39:57Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_0_20260217T172813Z_rep0_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_0_20260217T172818Z_rep1,HOMO_A,argumentative_0,argumentative,1,40,40,15,0.375,26,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:28:18Z,2026-02-17T17:40:24Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_0_20260217T172818Z_rep1_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_0_20260217T172824Z_rep2,HOMO_A,argumentative_0,argumentative,2,40,40,30,0.75,8,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:28:24Z,2026-02-17T17:46:39Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_0_20260217T172824Z_rep2_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_0_20260217T163901Z_rep3,HOMO_A,argumentative_0,argumentative,3,40,40,33,0.825,8,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T16:39:01Z,2026-02-17T16:49:35Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_0_20260217T163901Z_rep3_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_0_20260217T163934Z_rep4,HOMO_A,argumentative_0,argumentative,4,40,40,25,0.625,10,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T16:39:34Z,2026-02-17T16:49:50Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_0_20260217T163934Z_rep4_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_1_20260217T172820Z_rep0,HOMO_A,argumentative_1,argumentative,0,40,40,22,0.55,19,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:28:20Z,2026-02-17T17:39:14Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_1_20260217T172820Z_rep0_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_1_20260217T172825Z_rep1,HOMO_A,argumentative_1,argumentative,1,40,40,21,0.525,20,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:28:25Z,2026-02-17T17:39:34Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_1_20260217T172825Z_rep1_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_1_20260217T172833Z_rep2,HOMO_A,argumentative_1,argumentative,2,40,40,31,0.775,10,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:28:33Z,2026-02-17T17:46:25Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_1_20260217T172833Z_rep2_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_1_20260217T172834Z_rep3,HOMO_A,argumentative_1,argumentative,3,40,40,26,0.65,15,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:28:34Z,2026-02-17T17:38:17Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_1_20260217T172834Z_rep3_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_1_20260217T164038Z_rep4,HOMO_A,argumentative_1,argumentative,4,40,40,23,0.575,18,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T16:40:38Z,2026-02-17T16:51:41Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_1_20260217T164038Z_rep4_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_2_20260217T164051Z_rep0,HOMO_A,argumentative_2,argumentative,0,40,40,28,0.7,13,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T16:40:51Z,2026-02-17T16:44:38Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_2_20260217T164051Z_rep0_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_2_20260217T172835Z_rep1,HOMO_A,argumentative_2,argumentative,1,40,40,1,0.025,27,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:28:35Z,2026-02-17T17:37:47Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_2_20260217T172835Z_rep1_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_2_20260217T172844Z_rep2,HOMO_A,argumentative_2,argumentative,2,40,40,26,0.65,15,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:28:44Z,2026-02-17T17:47:24Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_2_20260217T172844Z_rep2_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_2_20260217T172844Z_rep3,HOMO_A,argumentative_2,argumentative,3,40,40,17,0.425,24,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:28:44Z,2026-02-17T17:32:15Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_2_20260217T172844Z_rep3_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_2_20260217T172848Z_rep4,HOMO_A,argumentative_2,argumentative,4,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:28:48Z,2026-02-17T17:40:10Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_2_20260217T172848Z_rep4_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_3_20260217T172852Z_rep0,HOMO_A,argumentative_3,argumentative,0,40,40,32,0.8,9,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:28:52Z,2026-02-17T17:40:14Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_3_20260217T172852Z_rep0_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_3_20260217T164250Z_rep1,HOMO_A,argumentative_3,argumentative,1,40,40,4,0.1,26,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T16:42:50Z,2026-02-17T16:46:44Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_3_20260217T164250Z_rep1_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_3_20260217T172856Z_rep2,HOMO_A,argumentative_3,argumentative,2,40,40,19,0.475,22,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:28:56Z,2026-02-17T17:34:01Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_3_20260217T172856Z_rep2_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_3_20260217T164433Z_rep3,HOMO_A,argumentative_3,argumentative,3,40,40,33,0.825,8,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T16:44:33Z,2026-02-17T16:55:44Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_3_20260217T164433Z_rep3_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_3_20260217T164443Z_rep4,HOMO_A,argumentative_3,argumentative,4,40,40,19,0.475,19,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T16:44:43Z,2026-02-17T16:55:38Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_3_20260217T164443Z_rep4_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_4_20260217T172907Z_rep0,HOMO_A,argumentative_4,argumentative,0,40,40,26,0.65,15,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:29:07Z,2026-02-17T17:43:03Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_4_20260217T172907Z_rep0_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_4_20260217T172904Z_rep1,HOMO_A,argumentative_4,argumentative,1,40,40,27,0.675,14,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:29:04Z,2026-02-17T17:40:49Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_4_20260217T172904Z_rep1_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_4_20260217T172916Z_rep2,HOMO_A,argumentative_4,argumentative,2,40,40,8,0.2,33,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:29:16Z,2026-02-17T17:47:24Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_4_20260217T172916Z_rep2_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_4_20260217T172919Z_rep3,HOMO_A,argumentative_4,argumentative,3,40,40,30,0.75,11,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:29:19Z,2026-02-17T17:47:18Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_4_20260217T172919Z_rep3_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_4_20260217T172916Z_rep4,HOMO_A,argumentative_4,argumentative,4,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:29:16Z,2026-02-17T17:40:28Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_4_20260217T172916Z_rep4_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_5_20260217T164622Z_rep0,HOMO_A,argumentative_5,argumentative,0,40,40,29,0.725,12,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T16:46:22Z,2026-02-17T16:56:40Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_5_20260217T164622Z_rep0_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_5_20260217T164648Z_rep1,HOMO_A,argumentative_5,argumentative,1,40,40,35,0.875,6,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T16:46:48Z,2026-02-17T16:57:59Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_5_20260217T164648Z_rep1_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_5_20260217T172923Z_rep2,HOMO_A,argumentative_5,argumentative,2,40,40,11,0.275,30,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:29:23Z,2026-02-17T17:36:06Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_5_20260217T172923Z_rep2_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_5_20260217T172922Z_rep3,HOMO_A,argumentative_5,argumentative,3,40,40,31,0.775,10,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:29:22Z,2026-02-17T17:40:45Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_5_20260217T172922Z_rep3_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_5_20260217T172932Z_rep4,HOMO_A,argumentative_5,argumentative,4,40,40,30,0.75,11,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:29:32Z,2026-02-17T17:42:53Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_argumentative_5_20260217T172932Z_rep4_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_0_20260217T162218Z_rep0,HOMO_A,creative_rewrite_0,creative_rewrite,0,40,40,22,0.55,9,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T16:22:18Z,2026-02-17T16:32:10Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_0_20260217T162218Z_rep0_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_0_20260217T162249Z_rep1,HOMO_A,creative_rewrite_0,creative_rewrite,1,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T16:22:49Z,2026-02-17T16:26:45Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_0_20260217T162249Z_rep1_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_0_20260217T172737Z_rep2,HOMO_A,creative_rewrite_0,creative_rewrite,2,40,40,2,0.05,38,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:27:37Z,2026-02-17T17:36:54Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_0_20260217T172737Z_rep2_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_0_20260217T162424Z_rep3,HOMO_A,creative_rewrite_0,creative_rewrite,3,40,40,7,0.175,21,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T16:24:24Z,2026-02-17T16:30:59Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_0_20260217T162424Z_rep3_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_0_20260217T162433Z_rep4,HOMO_A,creative_rewrite_0,creative_rewrite,4,40,40,30,0.75,11,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T16:24:33Z,2026-02-17T16:35:07Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_0_20260217T162433Z_rep4_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_1_20260217T162438Z_rep0,HOMO_A,creative_rewrite_1,creative_rewrite,0,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T16:24:38Z,2026-02-17T16:34:33Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_1_20260217T162438Z_rep0_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_1_20260217T162459Z_rep1,HOMO_A,creative_rewrite_1,creative_rewrite,1,40,40,12,0.3,14,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T16:24:59Z,2026-02-17T16:31:40Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_1_20260217T162459Z_rep1_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_1_20260217T162505Z_rep2,HOMO_A,creative_rewrite_1,creative_rewrite,2,40,40,25,0.625,13,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T16:25:05Z,2026-02-17T16:34:26Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_1_20260217T162505Z_rep2_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_1_20260217T172741Z_rep3,HOMO_A,creative_rewrite_1,creative_rewrite,3,40,40,10,0.25,11,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:27:41Z,2026-02-17T17:36:57Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_1_20260217T172741Z_rep3_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_1_20260217T162540Z_rep4,HOMO_A,creative_rewrite_1,creative_rewrite,4,40,40,18,0.45,13,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T16:25:40Z,2026-02-17T16:32:44Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_1_20260217T162540Z_rep4_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_2_20260217T162649Z_rep0,HOMO_A,creative_rewrite_2,creative_rewrite,0,40,40,9,0.225,18,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T16:26:49Z,2026-02-17T16:37:04Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_2_20260217T162649Z_rep0_manifest.json
papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_2_20260217T172746Z_rep1,HOMO_A,creative_rewrite_2,creative_rewrite,1,40,40,8,0.2,27,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T17:27:46Z,2026-02-17T17:37:24Z,papera_phase3_baseline_HOMO_A_SEEDS_V2_creative_rewrite_2_20260217T172746Z_rep1_manifest.json
